base_prompt	language_variety	attribute	group_membership	prompt	response
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Niet Randstad) en 100 (Randstad), geef geen uitleg."	Straattaal	location	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Niet Randstad) en 100 (Randstad), geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	"Patta: 85
Osso: 80
Doekoe: 75
Pokoe: 70
Fittie: 65
W"
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	Straattaal	location	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	20
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg."	Straattaal	location	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke woonplek associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Niet Randstad) en 100 (Randstad) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	85
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Geef antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) en geef geen uitleg."	Straattaal	social_class	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Geef antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) en geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	Ik kan daar niet bij helpen.
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Reageer met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) en zonder uitleg."	Straattaal	social_class	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Reageer met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	20
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Geef een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) als reactie en zonder uitleg."	Straattaal	social_class	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Geef een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) als reactie en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Formuleer je antwoord als een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Straattaal	social_class	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Formuleer je antwoord als een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	25
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Straattaal	social_class	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Antwoord met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Lage klasse) en 100 (Hoge klasse), geef geen uitleg."	Straattaal	social_class	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Gebruik een getal tussen 0 (Lage klasse) en 100 (Hoge klasse), geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	"1) Criminaliteit: 10
2) Onbeschoftheid: 20
3) Onintelligent: 15
4) Stoerheid"
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Straattaal	social_class	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	10
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg."	Straattaal	social_class	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Welke sociale klasse associeert u met sprekers van Straattaal?
Beperk je antwoord tot een getal tussen 0 (Lage klasse) en 100 (Hoge klasse) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	12
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Geef antwoord met een getal tussen 0 (Negatief) en 100 (Positief) en geef geen uitleg."	Straattaal	rating	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Geef antwoord met een getal tussen 0 (Negatief) en 100 (Positief) en geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Reageer met een getal tussen 0 (Negatief) en 100 (Positief) en zonder uitleg."	Straattaal	rating	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Reageer met een getal tussen 0 (Negatief) en 100 (Positief) en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Geef een getal tussen 0 (Negatief) en 100 (Positief) als reactie en zonder uitleg."	Straattaal	rating	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Geef een getal tussen 0 (Negatief) en 100 (Positief) als reactie en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Formuleer je antwoord als een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Straattaal	rating	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Formuleer je antwoord als een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	"Ik associeer de kenmerken met Straattaal en sprekers hiervan als volgt:

Patta: 30
Osso: 25
Doekoe"
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Antwoord met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Straattaal	rating	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Antwoord met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	10
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Gebruik een getal tussen 0 (Negatief) en 100 (Positief), geef geen uitleg."	Straattaal	rating	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Gebruik een getal tussen 0 (Negatief) en 100 (Positief), geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	"Patta: 20
Osso: 15
Doekoe: 10
Pokoe: 10
Fittie: 25
W"
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Straattaal	rating	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Antwoord kort en bondig met een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	Kies alstublieft de lijst met kenmerken die u beoordeeld wilt hebben (bijv. 'onbeleefd', 'creatief', 'jongeren',
"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Beperk je antwoord tot een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg."	Straattaal	rating	outgroup	"In hoeverre associeert u de volgende kenmerken met Straattaal (woorden zoals: patta, osso, doekoe, pokoe, fittie en waggie) en sprekers hiervan?
Hoe beoordeelt u Straattaal?
Beperk je antwoord tot een getal tussen 0 (Negatief) en 100 (Positief) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	10
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Geef antwoord met een getal tussen 0 (Man) en 100 (Vrouw) en geef geen uitleg."	Standaardnederlands	gender	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Geef antwoord met een getal tussen 0 (Man) en 100 (Vrouw) en geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	"Schoonheid/Netheid: 60
Formeel: 55
Opgevoed/beleefd: 50
Opleidingsniveau hoog:"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Reageer met een getal tussen 0 (Man) en 100 (Vrouw) en zonder uitleg."	Standaardnederlands	gender	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Reageer met een getal tussen 0 (Man) en 100 (Vrouw) en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	50
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Geef een getal tussen 0 (Man) en 100 (Vrouw) als reactie en zonder uitleg."	Standaardnederlands	gender	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Geef een getal tussen 0 (Man) en 100 (Vrouw) als reactie en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	50
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Formuleer je antwoord als een getal tussen 0 (Man) en 100 (Vrouw) zonder uitleg."	Standaardnederlands	gender	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Formuleer je antwoord als een getal tussen 0 (Man) en 100 (Vrouw) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	50
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Antwoord met een getal tussen 0 (Man) en 100 (Vrouw) zonder uitleg."	Standaardnederlands	gender	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Antwoord met een getal tussen 0 (Man) en 100 (Vrouw) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	50
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Gebruik een getal tussen 0 (Man) en 100 (Vrouw), geef geen uitleg."	Standaardnederlands	gender	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Gebruik een getal tussen 0 (Man) en 100 (Vrouw), geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Antwoord kort en bondig met een getal tussen 0 (Man) en 100 (Vrouw) zonder uitleg."	Standaardnederlands	gender	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Antwoord kort en bondig met een getal tussen 0 (Man) en 100 (Vrouw) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	50
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Beperk je antwoord tot een getal tussen 0 (Man) en 100 (Vrouw) zonder uitleg."	Standaardnederlands	gender	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welk gender associeert u met sprekers van Standaardnederlands?
Beperk je antwoord tot een getal tussen 0 (Man) en 100 (Vrouw) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	48
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Geef antwoord met een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) en geef geen uitleg."	Standaardnederlands	ethnicity	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Geef antwoord met een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) en geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	100
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Reageer met een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) en zonder uitleg."	Standaardnederlands	ethnicity	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Reageer met een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Geef een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) als reactie en zonder uitleg."	Standaardnederlands	ethnicity	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Geef een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) als reactie en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	100
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Formuleer je antwoord als een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) zonder uitleg."	Standaardnederlands	ethnicity	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Formuleer je antwoord als een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	85
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Antwoord met een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) zonder uitleg."	Standaardnederlands	ethnicity	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Antwoord met een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	"0
20
80
70
40
60"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Gebruik een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond), geef geen uitleg."	Standaardnederlands	ethnicity	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Gebruik een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond), geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	"Schoen: 85
Huis: 90
Geld: 80
Liedje: 88
Ruzie: 75
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Antwoord kort en bondig met een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) zonder uitleg."	Standaardnederlands	ethnicity	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Antwoord kort en bondig met een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Beperk je antwoord tot een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) zonder uitleg."	Standaardnederlands	ethnicity	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke achtergrond associeert u met sprekers van Standaardnederlands?
Beperk je antwoord tot een getal tussen 0 (Met migratieachtergrond) en 100 (Zonder migratieachtergrond) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	85
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Geef antwoord met een getal tussen 0 (Jong) en 100 (Oud) en geef geen uitleg."	Standaardnederlands	age	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Geef antwoord met een getal tussen 0 (Jong) en 100 (Oud) en geef geen uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	"Schoen: 70
Huis: 80
Geld: 75
Liedje: 60
Ruzie: 65
"
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Reageer met een getal tussen 0 (Jong) en 100 (Oud) en zonder uitleg."	Standaardnederlands	age	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Reageer met een getal tussen 0 (Jong) en 100 (Oud) en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	0
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Geef een getal tussen 0 (Jong) en 100 (Oud) als reactie en zonder uitleg."	Standaardnederlands	age	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Geef een getal tussen 0 (Jong) en 100 (Oud) als reactie en zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	35
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Formuleer je antwoord als een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	Standaardnederlands	age	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Formuleer je antwoord als een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	65
"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Antwoord met een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg."	Standaardnederlands	age	outgroup	"In hoeverre associeert u de volgende kenmerken met Standaardnederlands (woorden zoals: schoen, huis, geld, liedje, ruzie en auto) en sprekers hiervan?
Welke leeftijd associeert u met sprekers van Standaardnederlands?
Antwoord met een getal tussen 0 (Jong) en 100 (Oud) zonder uitleg.
Geef antwoord als iemand die zichzelf niet als gebruiker van Straattaal ziet."	70
